duration,loan_amt,installment_rate,present_residence_since,age,num_curr_loans,num_people_provide_maint,Debt_to_Duration_Ratio,checking_acc_status_below_0,checking_acc_status_below_200,checking_acc_status_no_cheking_acc,cred_hist_delay_in_past,cred_hist_no_loan_or_paid_duly_other,cred_hist_paid_duly_this_bank,cred_hist_risky_acc_or_curr_loan_other,purpose_car_new,purpose_car_used,purpose_domestic_applience,purpose_education,purpose_furniture_equipment,purpose_others,purpose_radio_tv,purpose_repairs,purpose_retraining,saving_acc_bonds_below_100,saving_acc_bonds_below_1000,saving_acc_bonds_below_500,saving_acc_bonds_unknown_no_saving_acc,present_employment_since_below_1y,present_employment_since_below_4y,present_employment_since_below_7y,present_employment_since_unemployed,personal_stat_gender_male:divorced,personal_stat_gender_male:married_or_widowed,personal_stat_gender_male:single,other_debtors_guarantors_guarantor,other_debtors_guarantors_none,property_life_insurance_or_aggreements,property_real_estate,property_unknown_or_no_property,other_installment_plans_none,other_installment_plans_store,housing_own,housing_rent,job_skilled_official,job_unemployed_non_resident,job_unskilled_resident,telephone_yes,is_foreign_worker_yes,target_good,age_risk_category_B. Adulto (25-44),age_risk_category_C. Senior (45+),duration_risk_category_Largo Plazo (>36m),duration_risk_category_Medio Plazo (13-36m),Probabilidad_Buen_Credito,Etiqueta_Predicha
6,1382,1,1,28,2,1,230.33333333333334,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,True,True,False,False,False,0.9724272475689019,True
12,951,4,4,27,4,1,79.25,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,0.41360464285174714,False
24,2760,4,4,36,1,1,115.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,False,True,0.8385354001005468,True
18,4297,4,3,40,1,1,238.72222222222223,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False,True,0.5107499099896716,True
9,936,4,2,52,2,1,104.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,True,False,True,False,False,0.9762450668140167,True
12,1168,4,3,27,1,1,97.33333333333333,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,0.3455199335204515,False
27,5117,3,4,26,2,1,189.5185185185185,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,True,0.7655404992837743,True
12,902,4,4,21,1,1,75.16666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,0.45188562453636166,False
12,1495,4,1,38,2,2,124.58333333333333,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,0.9299977435094414,True
30,10623,3,4,38,3,2,354.1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,0.7829390370335939,True
12,1935,4,4,43,3,1,161.25,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,True,False,False,False,0.971076223808443,True
12,1424,4,3,26,1,1,118.66666666666667,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,0.8353173975226139,True
24,6568,2,2,21,1,1,273.6666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,False,True,0.14719938611189637,False
12,1413,3,2,55,1,1,117.75,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,0.9959345026713345,True
9,3074,1,2,33,2,2,341.55555555555554,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,0.9916506510463079,True
36,3835,2,4,45,1,1,106.52777777777777,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,True,False,True,False,True,0.9464963775056795,True
27,5293,2,4,50,2,1,196.03703703703704,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,0.24710547324511495,False
30,1908,4,4,66,1,1,63.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,0.8383497964717301,True
36,3342,4,2,51,1,1,92.83333333333333,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,True,False,True,False,True,0.9798236608540113,True
6,932,1,3,39,2,1,155.33333333333334,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,0.9699847111462642,True
18,3104,3,1,31,1,1,172.44444444444446,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False,True,0.423110215994789,False
36,3913,2,2,23,1,1,108.69444444444444,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,True,0.7526964048207436,True
24,3021,2,2,24,1,1,125.875,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,True,0.3575470583076623,False
10,1364,2,4,64,1,1,136.4,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,True,False,True,False,False,0.9201837160171515,True
12,625,4,1,26,1,1,52.083333333333336,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,0.7667256198214858,True
12,1200,4,4,23,1,1,100.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,0.28605796770249475,False
12,707,4,2,30,2,1,58.916666666666664,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,0.8397279030370552,True
24,2978,4,4,32,2,2,124.08333333333333,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,True,False,False,True,0.9550480936701957,True
15,4657,3,2,30,1,1,310.46666666666664,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,True,True,False,False,True,0.9619318119327595,True
36,2613,4,2,27,2,1,72.58333333333333,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,True,0.4491930635136089,False
48,10961,1,2,27,2,1,228.35416666666666,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0.46166395932418025,False
12,7865,4,4,53,1,1,655.4166666666666,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,0.3619086553130876,False
9,1478,4,2,22,1,1,164.22222222222223,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,0.9255940730909433,True
24,3149,4,1,22,1,1,131.20833333333334,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,0.1384539575747931,False
36,4210,4,2,26,1,1,116.94444444444444,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,0.48787882468698,False
9,2507,2,4,51,1,1,278.55555555555554,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,0.851959724283742,True
12,2141,3,1,35,1,1,178.41666666666666,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,True,True,False,False,False,0.93894151282752,True
18,866,4,2,25,1,1,48.111111111111114,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,True,0.8314750157007926,True
4,1544,2,1,42,3,2,386.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,0.9909065934749358,True
24,1823,4,2,30,1,2,75.95833333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,0.32001416096502194,False
6,14555,1,2,23,1,1,2425.8333333333335,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,0.1240673494184269,False
21,2767,4,2,61,2,1,131.76190476190476,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,0.47304017787318325,False
12,1291,4,2,35,2,1,107.58333333333333,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,0.9296985201022293,True
30,2522,1,3,39,1,2,84.06666666666666,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,True,0.7989435526332863,True
24,915,4,2,29,1,1,38.125,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,0.2496591661663981,False
6,1595,3,2,51,1,2,265.8333333333333,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,0.9741230458325372,True
48,4605,3,4,24,2,2,95.9375,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0.325965435231067,False
12,1185,3,2,27,2,1,98.75,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,0.9137469868867675,True
12,3447,4,3,35,1,2,287.25,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,0.8952367632481896,True
24,1258,4,1,25,1,1,52.416666666666664,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,True,False,False,True,0.9083304374499994,True
12,717,4,4,52,3,1,59.75,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,0.9746634724714357,True
6,1204,4,1,35,1,1,200.66666666666666,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,0.5483736587545378,True
24,1925,2,2,26,1,1,80.20833333333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,True,0.7214740837043183,True
18,433,3,4,22,1,1,24.055555555555557,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,0.7430257567196532,True
6,666,3,4,39,2,1,111.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,0.9169169736152464,True
12,2251,1,2,46,1,1,187.58333333333334,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,0.8154970726013862,True
30,2150,4,2,24,1,1,71.66666666666667,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,0.20652727022106798,False
24,4151,2,3,35,2,1,172.95833333333334,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,True,0.8728615025202224,True
9,2030,2,1,24,1,1,225.55555555555554,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,0.9600137685091323,True
60,7418,1,1,27,1,1,123.63333333333334,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,True,False,0.6217600391174689,True
24,2684,4,2,35,2,1,111.83333333333333,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,True,0.9360304021708951,True
12,2149,4,1,29,1,1,179.08333333333334,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,0.2532684930786111,False
15,3812,1,4,23,1,1,254.13333333333333,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,False,True,0.971962417982182,True
11,1154,4,4,57,3,1,104.9090909090909,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,0.9776260471609791,True
12,1657,2,2,27,1,1,138.08333333333334,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,0.6432445702864752,True
24,1603,4,4,55,1,1,66.79166666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True,0.5292764508218404,True
18,5302,2,4,36,3,1,294.55555555555554,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,0.4311480028270781,False
12,2748,2,4,57,3,1,229.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,0.6585878971560718,True
10,1231,3,4,32,2,2,123.1,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,0.9468379891561226,True
15,802,4,3,37,1,2,53.46666666666667,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,0.7863821929315146,True
36,6304,4,4,36,2,1,175.11111111111111,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,True,0.9134945009145987,True
24,1533,4,3,38,1,1,63.875,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,False,True,0.7161066041352137,True
14,8978,1,4,45,1,1,641.2857142857143,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,0.3517153305802594,False
24,999,4,2,25,2,1,41.625,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,True,0.91824378854983,True
18,2662,4,3,32,1,1,147.88888888888889,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,0.9259904531685097,True
12,1402,3,4,37,1,1,116.83333333333333,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,False,False,0.9837079478963768,True
48,12169,4,4,36,1,1,253.52083333333334,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,True,False,0.1490437944651671,False
48,3060,4,4,28,2,1,63.75,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,0.5465676520386836,True
30,11998,1,1,34,1,1,399.93333333333334,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,False,False,True,0.14722338247434477,False
9,2697,1,2,32,1,2,299.6666666666667,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,0.9472849028464377,True
18,2404,2,2,26,2,1,133.55555555555554,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,True,0.9164367932303831,True
12,1262,2,4,49,1,1,105.16666666666667,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,True,True,False,True,False,False,0.8829102180526555,True
6,4611,1,4,32,1,1,768.5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,0.720632528547848,True
24,1901,4,4,29,1,1,79.20833333333333,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,True,0.8731364095160655,True
15,3368,3,4,23,2,1,224.53333333333333,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,False,False,True,0.9790114491032134,True
12,1574,4,2,50,1,1,131.16666666666666,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,0.9299566404454012,True
18,1445,4,4,49,1,1,80.27777777777777,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,0.8945125855848556,True
15,1520,4,4,63,1,1,101.33333333333333,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True,0.986717464567639,True
24,3878,4,2,37,1,1,161.58333333333334,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,True,True,False,False,True,0.6948638649244818,True
47,10722,1,1,35,1,1,228.12765957446808,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,False,0.1705977214031292,False
48,4788,4,3,26,1,2,99.75,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,True,True,False,True,False,0.6618149196276062,True
48,7582,2,4,31,1,1,157.95833333333334,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,True,False,0.2786367786718158,False
12,1092,4,4,49,2,1,91.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,True,False,True,False,False,0.9351624098642733,True
24,1024,4,4,48,1,1,42.666666666666664,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,0.3948309929447128,False
12,1076,2,2,26,1,1,89.66666666666667,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,0.9394846590345957,True
36,9398,1,4,28,1,1,261.05555555555554,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True,0.6879543870539033,True
24,6419,2,4,44,2,2,267.4583333333333,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,0.8574956224895784,True
42,4796,4,4,56,1,1,114.19047619047619,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,True,True,False,0.8507464801464822,True
48,7629,4,2,46,2,2,158.9375,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,0.8172643417585685,True
48,9960,1,2,26,1,1,207.5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,0.3322976479407673,False
12,4675,1,4,20,1,1,389.5833333333333,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,0.955537219403151,True
10,1287,4,2,45,1,1,128.7,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,0.930332204442059,True
18,2515,3,4,43,1,1,139.72222222222223,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,True,False,False,True,0.9335672159963897,True
21,2745,3,2,32,2,1,130.71428571428572,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,True,True,False,False,True,0.9573658023776722,True
6,672,1,4,54,1,1,112.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,True,False,True,False,False,0.9185224944561508,True
36,3804,4,1,42,1,1,105.66666666666667,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,0.5056264842855138,True
24,1344,4,2,37,2,2,56.0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,0.9156746910061178,True
